IR,RED,BPM,SpO2,MQ3_MinRs,MQ3_AvgRs,MQ6_MinRs,MQ6_AvgRs,MQ138_MinRs,MQ138_AvgRs,Temperature_C,Humidity_percent,Glucose_mg_dL
106313,95729,97.4,96.7,15855.5,17498.6,13293.0,13743.1,35459.5,36472.2,42.9,25.4,0
